<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.26	20:00:00	38135.9	38142.0	38081.5	38111.9	2635	0	75
2024.01.28	20:00:00	38081.2	38081.2	38032.1	38047.7	803	0	82
2024.01.29	00:00:00	38047.7	38077.0	38041.3	38069.5	1988	0	73
2024.01.29	04:00:00	38070.1	38127.6	38066.5	38127.6	1758	0	72
2024.01.29	08:00:00	38128.0	38132.7	38063.3	38118.7	4546	0	70
2024.01.29	12:00:00	38119.4	38196.9	38090.6	38107.0	8823	0	71
2024.01.29	16:00:00	38107.0	38195.1	38080.5	38178.3	7568	0	73
2024.01.29	20:00:00	38178.9	38370.7	38178.9	38319.6	5070	0	76
2024.01.30	00:00:00	38320.6	38345.9	38307.4	38318.1	1785	0	73
2024.01.30	04:00:00	38317.5	38331.8	38281.4	38309.4	1689	0	73
2024.01.30	08:00:00	38307.7	38332.7	38296.3	38311.2	4923	0	70
2024.01.30	12:00:00	38312.4	38357.1	38266.0	38314.9	9450	0	71
2024.01.30	16:00:00	38315.1	38495.9	38312.5	38491.6	8681	0	73
2024.01.30	20:00:00	38492.9	38542.3	38446.1	38487.8	5480	0	74
2024.01.31	00:00:00	38487.8	38524.0	38487.8	38508.4	1955	0	75
2024.01.31	04:00:00	38509.0	38531.7	38473.4	38527.5	1706	0	74
2024.01.31	08:00:00	38526.4	38571.5	38516.0	38549.0	5029	0	71
2024.01.31	12:00:00	38548.8	38606.3	38473.1	38513.1	12454	0	72
2024.01.31	16:00:00	38513.6	38578.3	38384.4	38421.6	16053	0	74
2024.01.31	20:00:00	38422.6	38424.6	38134.3	38193.6	10487	0	76
2024.02.01	00:00:00	38193.7	38241.9	38191.4	38223.0	2415	0	72
2024.02.01	04:00:00	38221.6	38232.1	38165.5	38203.3	2441	0	74
2024.02.01	08:00:00	38202.3	38227.7	38169.1	38206.6	5802	0	70
2024.02.01	12:00:00	38206.3	38300.5	38129.7	38137.5	13624	0	72
2024.02.01	16:00:00	38137.5	38493.6	38105.4	38473.8	15524	0	75
2024.02.01	20:00:00	38474.9	38557.1	38452.4	38532.5	7156	0	74
2024.02.02	00:00:00	38532.1	38554.0	38509.4	38541.0	1944	0	74
2024.02.02	04:00:00	38541.0	38549.9	38512.7	38512.7	1896	0	73
2024.02.02	08:00:00	38513.1	38557.5	38500.1	38549.9	4484	0	72
2024.02.02	12:00:00	38549.7	38594.3	38330.4	38490.0	15354	0	73
2024.02.02	16:00:00	38491.0	38780.0	38447.4	38774.9	16402	0	73
2024.02.02	20:00:00	38775.0	38788.8	38666.5	38674.9	3794	0	75
2024.02.04	20:00:00	38657.2	38688.9	38625.9	38678.2	893	0	81
2024.02.05	00:00:00	38676.3	38697.6	38576.5	38590.9	3296	0	74
2024.02.05	04:00:00	38590.9	38620.7	38573.4	38574.8	1890	0	75
2024.02.05	08:00:00	38573.3	38710.0	38538.6	38687.7	5647	0	73
2024.02.05	12:00:00	38686.3	38686.3	38225.5	38252.8	13263	0	74
2024.02.05	16:00:00	38252.9	38491.7	38238.4	38478.4	10679	0	74
2024.02.05	20:00:00	38479.0	38502.8	38333.1	38334.7	4769	0	75
2024.02.06	00:00:00	38337.1	38388.9	38333.1	38376.4	1949	0	73
2024.02.06	04:00:00	38375.5	38406.8	38358.6	38376.5	1827	0	73
2024.02.06	08:00:00	38376.3	38396.5	38289.0	38334.6	5625	0	70
2024.02.06	12:00:00	38333.7	38553.8	38310.0	38455.5	12051	0	72
2024.02.06	16:00:00	38456.9	38519.8	38411.5	38462.4	12938	0	74
2024.02.06	20:00:00	38463.8	38536.5	38431.5	38524.8	4110	0	74
2024.02.07	00:00:00	38526.7	38593.7	38518.6	38547.6	2392	0	73
2024.02.07	04:00:00	38548.1	38565.9	38534.6	38537.8	2040	0	72
2024.02.07	08:00:00	38538.8	38577.6	38489.0	38502.0	4871	0	71
2024.02.07	12:00:00	38502.7	38748.7	38475.7	38713.8	11634	0	72
2024.02.07	16:00:00	38713.9	38769.8	38660.5	38733.0	12071	0	75
2024.02.07	20:00:00	38733.0	38747.8	38668.3	38702.8	3476	0	75
2024.02.08	00:00:00	38701.4	38712.8	38682.4	38688.5	1349	0	75
2024.02.08	04:00:00	38688.5	38716.8	38688.5	38711.6	1348	0	74
2024.02.08	08:00:00	38711.8	38725.1	38631.6	38664.5	4513	0	71
2024.02.08	12:00:00	38664.5	38765.6	38598.5	38621.5	9599	0	72
2024.02.08	16:00:00	38622.9	38709.8	38546.6	38704.8	8481	0	73
2024.02.08	20:00:00	38703.5	38741.0	38686.8	38719.9	2761	0	75
2024.02.09	00:00:00	38719.3	38730.8	38706.5	38724.5	1705	0	72
2024.02.09	04:00:00	38724.5	38726.1	38701.7	38712.8	1084	0	71
2024.02.09	08:00:00	38713.1	38768.7	38709.4	38760.1	4659	0	70
2024.02.09	12:00:00	38761.0	38899.2	38631.4	38649.6	10295	0	73
2024.02.09	16:00:00	38650.8	38726.4	38567.5	38696.0	7587	0	74
2024.02.09	20:00:00	38696.9	38698.9	38628.4	38655.4	2170	0	76
2024.02.11	20:00:00	38657.9	38693.5	38650.0	38687.7	584	0	80
2024.02.12	00:00:00	38687.3	38707.8	38674.3	38685.8	979	0	77
2024.02.12	04:00:00	38686.7	38696.9	38661.4	38662.8	1124	0	75
2024.02.12	08:00:00	38663.7	38676.9	38618.9	38658.6	4064	0	72
2024.02.12	12:00:00	38659.0	38753.8	38635.8	38745.0	7188	0	71
2024.02.12	16:00:00	38744.5	38949.8	38741.4	38786.3	10736	0	75
2024.02.12	20:00:00	38784.5	38835.7	38778.4	38801.6	4021	0	75
2024.02.13	00:00:00	38800.8	38803.7	38774.4	38776.0	1400	0	75
2024.02.13	04:00:00	38775.5	38840.6	38771.4	38840.6	1481	0	74
2024.02.13	08:00:00	38840.8	38843.7	38723.9	38764.7	6390	0	72
2024.02.13	12:00:00	38765.4	38794.6	38257.5	38319.9	17904	0	74
2024.02.13	16:00:00	38320.9	38416.9	38044.6	38073.4	13904	0	73
2024.02.13	20:00:00	38073.4	38293.6	38050.5	38272.2	6563	0	74
2024.02.14	00:00:00	38271.4	38277.8	38242.5	38257.1	2189	0	74
2024.02.14	04:00:00	38256.5	38320.7	38248.5	38299.8	1975	0	74
2024.02.14	08:00:00	38301.5	38397.3	38299.4	38387.4	5882	0	72
2024.02.14	12:00:00	38385.9	38432.8	38303.3	38306.5	12717	0	74
2024.02.14	16:00:00	38307.5	38375.6	38205.4	38329.5	14558	0	72
2024.02.14	20:00:00	38330.8	38473.8	38315.3	38418.7	5118	0	75
2024.02.15	00:00:00	38416.8	38419.1	38372.5	38410.9	1702	0	74
2024.02.15	04:00:00	38411.0	38480.7	38409.6	38458.4	1630	0	74
2024.02.15	08:00:00	38458.4	38506.7	38444.0	38462.6	5485	0	71
2024.02.15	12:00:00	38461.7	38665.5	38430.0	38591.0	12440	0	72
2024.02.15	16:00:00	38591.0	38778.7	38544.0	38754.3	11198	0	75
2024.02.15	20:00:00	38755.7	38785.8	38725.6	38751.9	4174	0	76
2024.02.16	00:00:00	38753.9	38755.7	38698.3	38722.4	1822	0	75
2024.02.16	04:00:00	38723.0	38729.8	38706.5	38711.4	1647	0	74
2024.02.16	08:00:00	38711.9	38753.5	38711.9	38741.2	4525	0	71
2024.02.16	12:00:00	38741.2	38758.1	38570.9	38683.6	14304	0	72
2024.02.16	16:00:00	38684.9	38824.7	38619.7	38660.8	11619	0	72
2024.02.16	20:00:00	38659.5	38691.9	38575.4	38607.6	4096	0	76
2024.02.18	20:00:00	38629.4	38657.5	38626.8	38645.4	841	0	79
2024.02.19	00:00:00	38647.8	38676.9	38633.6	38640.3	1968	0	75
2024.02.19	04:00:00	38641.8	38666.0	38625.9	38625.9	1512	0	75
2024.02.19	08:00:00	38626.8	38677.7	38612.5	38654.6	5999	0	72
2024.02.19	12:00:00	38655.3	38671.6	38622.4	38626.4	3847	0	73
2024.02.19	16:00:00	38627.0	38662.3	38613.6	38653.1	1167	0	75
2024.02.19	20:00:00	38642.3	38646.6	38572.0	38580.6	646	0	80
2024.02.20	00:00:00	38583.0	38598.8	38511.4	38523.4	2888	0	75
2024.02.20	04:00:00	38524.0	38562.8	38514.4	38546.4	2055	0	75
2024.02.20	08:00:00	38546.9	38591.2	38465.8	38520.5	7869	0	72
2024.02.20	12:00:00	38520.0	38673.8	38466.6	38662.4	15248	0	73
2024.02.20	16:00:00	38663.5	38673.8	38469.0	38610.0	14398	0	74
2024.02.20	20:00:00	38611.3	38619.5	38493.4	38580.3	5856	0	74
2024.02.21	00:00:00	38577.9	38598.8	38527.6	38543.4	2383	0	75
2024.02.21	04:00:00	38543.2	38572.7	38537.5	38543.5	1904	0	74
2024.02.21	08:00:00	38544.0	38548.6	38474.1	38519.0	6614	0	72
2024.02.21	12:00:00	38519.0	38560.0	38394.4	38485.9	12069	0	73
2024.02.21	16:00:00	38485.5	38572.2	38384.5	38445.9	14559	0	73
2024.02.21	20:00:00	38446.4	38689.1	38345.4	38625.7	10783	0	75
2024.02.22	00:00:00	38628.6	38698.7	38624.3	38653.3	3114	0	75
2024.02.22	04:00:00	38654.8	38731.0	38649.4	38720.6	2239	0	75
2024.02.22	08:00:00	38721.0	38852.8	38678.5	38765.0	8017	0	73
2024.02.22	12:00:00	38765.0	39006.6	38751.1	38845.5	14230	0	73
2024.02.22	16:00:00	38846.5	39162.0	38819.8	39038.5	11700	0	74
2024.02.22	20:00:00	39037.0	39129.6	39020.4	39091.1	5131	0	75
2024.02.23	00:00:00	39090.1	39122.6	39043.3	39117.2	2387	0	77
2024.02.23	04:00:00	39117.8	39133.7	39084.2	39098.3	1626	0	77
2024.02.23	08:00:00	39098.3	39125.9	39049.6	39117.1	5154	0	72
2024.02.23	12:00:00	39117.1	39299.1	39114.0	39276.8	11238	0	74
2024.02.23	16:00:00	39277.8	39281.2	39101.5	39149.7	12539	0	75
2024.02.23	20:00:00	39148.4	39203.6	39133.5	39174.8	3083	0	76
2024.02.25	20:00:00	39149.3	39159.0	39124.2	39148.1	608	0	86
2024.02.26	00:00:00	39143.9	39147.5	39080.3	39106.8	2666	0	77
2024.02.26	04:00:00	39106.8	39131.6	39097.4	39130.6	1627	0	77
2024.02.26	08:00:00	39130.2	39142.4	39078.9	39129.5	4456	0	73
2024.02.26	12:00:00	39129.9	39262.8	39119.1	39164.7	9238	0	73
2024.02.26	16:00:00	39165.7	39177.9	39044.2	39124.8	9986	0	75
2024.02.26	20:00:00	39126.8	39164.6	39064.2	39086.5	4142	0	77
2024.02.27	00:00:00	39085.6	39089.7	39045.3	39072.3	2255	0	77
2024.02.27	04:00:00	39072.9	39112.8	39061.3	39101.9	1828	0	76
2024.02.27	08:00:00	39101.3	39123.8	39077.1	39100.9	4662	0	73
2024.02.27	12:00:00	39102.0	39132.6	38915.5	38955.9	10407	0	73
2024.02.27	16:00:00	38956.9	38971.7	38889.6	38968.9	8254	0	74
2024.02.27	20:00:00	38968.9	39011.8	38934.8	38936.8	3529	0	75
2024.02.28	00:00:00	38935.8	38964.8	38932.4	38964.3	1504	0	76
2024.02.28	04:00:00	38964.9	38964.9	38918.4	38927.9	1357	0	76
2024.02.28	08:00:00	38927.3	38927.3	38811.0	38858.1	6039	0	73
2024.02.28	12:00:00	38858.0	38922.6	38755.8	38914.7	10370	0	73
2024.02.28	16:00:00	38914.8	38950.6	38832.3	38898.8	8842	0	76
2024.02.28	20:00:00	38898.8	38959.6	38798.6	38861.0	4693	0	77
2024.02.29	00:00:00	38859.6	38931.9	38858.2	38930.4	2010	0	76
2024.02.29	04:00:00	38931.0	38953.9	38890.1	38893.5	1985	0	76
2024.02.29	08:00:00	38893.6	38900.1	38788.8	38844.6	6863	0	74
2024.02.29	12:00:00	38844.3	39072.4	38806.5	38932.7	12382	0	73
2024.02.29	16:00:00	38932.8	38996.8	38804.6	38927.9	11712	0	75
2024.02.29	20:00:00	38928.7	39052.7	38923.5	38960.6	5278	0	76
2024.03.01	00:00:00	38964.1	39043.7	38964.1	39035.8	2173	0	75
2024.03.01	04:00:00	39036.8	39053.6	39012.3	39012.3	1687	0	75
2024.03.01	08:00:00	39013.8	39019.4	38890.2	38962.0	6517	0	73
2024.03.01	12:00:00	38962.0	39072.6	38850.6	39036.7	9253	0	74
2024.03.01	16:00:00	39037.7	39129.8	38960.0	39086.7	10618	0	76
2024.03.01	20:00:00	39087.2	39112.8	39039.3	39103.7	2984	0	76
2024.03.03	20:00:00	39078.4	39093.9	39066.8	39072.6	561	0	83
2024.03.04	00:00:00	39073.5	39084.7	39047.4	39050.4	1633	0	76
2024.03.04	04:00:00	39052.6	39062.8	39042.3	39048.7	1146	0	74
2024.03.04	08:00:00	39049.8	39064.5	38997.0	39025.9	4361	0	73
2024.03.04	12:00:00	39025.5	39049.9	38883.0	39003.8	9408	0	73
2024.03.04	16:00:00	39004.8	39100.4	38968.3	39073.5	7925	0	75
2024.03.04	20:00:00	39073.3	39091.9	38939.3	38949.7	4040	0	77
2024.03.05	00:00:00	38946.3	38969.6	38942.3	38959.0	2116	0	75
2024.03.05	04:00:00	38958.4	38960.9	38910.4	38937.8	1429	0	74
2024.03.05	08:00:00	38938.8	38973.0	38893.4	38957.2	4994	0	73
2024.03.05	12:00:00	38958.1	38965.2	38733.5	38766.4	11762	0	74
2024.03.05	16:00:00	38767.7	38774.7	38520.4	38531.5	13456	0	75
2024.03.05	20:00:00	38531.9	38618.8	38464.0	38593.2	5711	0	75
2024.03.06	00:00:00	38593.3	38594.9	38560.5	38591.8	2058	0	75
2024.03.06	04:00:00	38591.9	38602.8	38573.6	38592.2	1532	0	75
2024.03.06	08:00:00	38591.3	38689.4	38587.3	38664.9	5206	0	72
2024.03.06	12:00:00	38665.0	38872.9	38660.0	38771.7	12901	0	73
2024.03.06	16:00:00	38770.4	38875.0	38575.4	38627.9	18159	0	75
2024.03.06	20:00:00	38627.3	38713.7	38586.5	38658.9	7215	0	75
2024.03.07	00:00:00	38653.9	38667.8	38577.3	38627.3	3626	0	75
2024.03.07	04:00:00	38627.8	38658.9	38568.3	38569.2	2787	0	76
2024.03.07	08:00:00	38568.8	38722.5	38523.7	38709.6	6509	0	73
2024.03.07	12:00:00	38709.4	38919.8	38689.7	38872.2	12265	0	74
2024.03.07	16:00:00	38871.4	38892.8	38732.3	38785.4	11208	0	76
2024.03.07	20:00:00	38784.4	38843.6	38729.4	38773.8	5860	0	76
2024.03.08	00:00:00	38779.3	38783.7	38749.6	38769.4	2145	0	75
2024.03.08	04:00:00	38770.8	38794.8	38759.5	38792.3	2049	0	73
2024.03.08	08:00:00	38792.9	38827.0	38718.5	38722.2	6054	0	72
2024.03.08	12:00:00	38722.2	38990.7	38613.2	38929.8	14930	0	72
2024.03.08	16:00:00	38928.5	38949.8	38717.5	38906.8	21574	0	75
2024.03.08	20:00:00	38906.8	38930.9	38743.5	38756.4	5506	0	75
2024.03.10	20:00:00	38805.2	38807.0	38723.3	38761.8	2125	0	77
2024.03.11	00:00:00	38773.2	38792.9	38701.5	38702.3	3133	0	75
2024.03.11	04:00:00	38701.5	38740.9	38681.3	38710.4	2970	0	75
2024.03.11	08:00:00	38709.4	38726.3	38591.3	38679.5	8769	0	73
2024.03.11	12:00:00	38678.6	38735.6	38502.5	38703.8	19293	0	73
2024.03.11	16:00:00	38703.4	38831.9	38669.4	38807.7	14608	0	74
2024.03.11	20:00:00	38803.9	38863.6	38791.4	38850.0	1974	0	76
2024.03.12	00:00:00	38848.0	38862.1	38833.5	38856.5	2049	0	73
2024.03.12	04:00:00	38857.1	38887.0	38850.5	38869.9	1973	0	73
2024.03.12	08:00:00	38869.3	38883.3	38774.2	38798.1	6165	0	73
2024.03.12	12:00:00	38797.9	39115.8	38671.2	39030.9	20132	0	74
2024.03.12	16:00:00	39030.5	39127.7	38855.8	39081.3	14177	0	75
2024.03.12	20:00:00	39058.4	39087.8	39032.2	39060.4	1560	0	79
2024.03.13	00:00:00	39059.8	39067.9	39011.4	39033.9	1730	0	74
2024.03.13	04:00:00	39033.9	39089.8	39033.4	39065.5	1912	0	75
2024.03.13	08:00:00	39066.0	39110.4	39048.0	39086.7	5747	0	71
2024.03.13	12:00:00	39086.8	39246.9	39065.4	39212.4	12208	0	72
2024.03.13	16:00:00	39212.4	39266.9	38990.3	39116.8	12884	0	75
2024.03.13	20:00:00	39111.7	39151.5	39103.6	39134.4	1578	0	76
2024.03.14	00:00:00	39136.0	39138.9	39112.5	39127.0	1431	0	74
2024.03.14	04:00:00	39127.9	39197.7	39118.6	39190.4	1473	0	74
2024.03.14	08:00:00	39189.4	39269.0	39181.8	39252.7	5118	0	72
2024.03.14	12:00:00	39253.5	39279.6	38891.7	39009.8	18389	0	72
2024.03.14	16:00:00	39010.9	39015.9	38722.5	38910.7	18497	0	75
2024.03.14	20:00:00	38944.4	38951.6	38887.4	38899.8	2374	0	78
2024.03.15	00:00:00	38903.3	38942.4	38903.2	38932.5	2308	0	76
2024.03.15	04:00:00	38933.0	38950.9	38894.3	38908.8	2189	0	75
2024.03.15	08:00:00	38908.3	39018.3	38908.3	39001.7	5671	0	73
2024.03.15	12:00:00	39002.5	39017.8	38754.3	38788.4	19014	0	73
2024.03.15	16:00:00	38786.5	38806.7	38646.5	38713.9	15549	0	75
2024.03.17	20:00:00	38755.7	38771.4	38724.2	38741.9	1106	0	78
2024.03.18	00:00:00	38740.3	38786.7	38715.5	38778.3	1936	0	75
2024.03.18	04:00:00	38778.9	38807.1	38751.4	38751.8	1546	0	72
2024.03.18	08:00:00	38750.6	38837.8	38702.5	38819.1	5705	0	73
2024.03.18	12:00:00	38819.6	38949.8	38814.4	38935.0	13216	0	74
2024.03.18	16:00:00	38935.0	38940.6	38809.6	38809.6	10980	0	74
2024.03.18	20:00:00	38836.7	38873.5	38806.3	38843.9	2568	0	74
2024.03.19	00:00:00	38845.8	38850.8	38797.5	38821.4	2825	0	74
2024.03.19	04:00:00	38822.8	38857.9	38816.5	38845.7	2894	0	74
2024.03.19	08:00:00	38846.7	38868.5	38735.2	38773.4	6899	0	72
2024.03.19	12:00:00	38771.6	39071.5	38743.5	39058.5	13452	0	74
2024.03.19	16:00:00	39057.5	39174.7	39028.5	39167.9	11558	0	74
2024.03.19	20:00:00	39163.1	39174.6	39147.6	39161.2	1430	0	78
