<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.03	16:00:00	37464.4	37509.9	37452.0	37488.1	3951	0	74
2024.01.03	17:00:00	37488.9	37576.8	37460.6	37573.4	2797	0	74
2024.01.03	18:00:00	37572.4	37609.4	37558.5	37561.8	2504	0	74
2024.01.03	19:00:00	37561.4	37636.9	37486.3	37579.9	6331	0	75
2024.01.03	20:00:00	37580.0	37580.0	37419.1	37447.8	4263	0	75
2024.01.03	21:00:00	37454.8	37470.8	37438.3	37465.9	812	0	77
2024.01.03	23:00:00	37488.8	37498.9	37461.0	37473.5	365	0	83
2024.01.04	00:00:00	37473.0	37495.0	37456.2	37492.8	474	0	75
2024.01.04	01:00:00	37493.8	37499.4	37482.6	37494.0	518	0	75
2024.01.04	02:00:00	37494.9	37497.9	37474.4	37490.0	411	0	75
2024.01.04	03:00:00	37489.4	37500.0	37477.6	37481.0	325	0	74
2024.01.04	04:00:00	37480.5	37491.1	37478.5	37478.5	253	0	74
2024.01.04	05:00:00	37478.1	37480.1	37461.1	37464.1	312	0	73
2024.01.04	06:00:00	37465.0	37495.9	37465.0	37491.9	395	0	74
2024.01.04	07:00:00	37491.9	37505.1	37481.7	37488.0	654	0	73
2024.01.04	08:00:00	37487.4	37529.6	37483.6	37494.2	2038	0	69
2024.01.04	09:00:00	37494.0	37503.1	37469.1	37500.3	1731	0	71
2024.01.04	10:00:00	37500.1	37513.6	37469.2	37500.9	1412	0	71
2024.01.04	11:00:00	37500.9	37527.5	37469.9	37488.9	1478	0	71
2024.01.04	12:00:00	37489.0	37557.6	37480.3	37539.6	1789	0	71
2024.01.04	13:00:00	37539.5	37553.5	37513.7	37532.9	2187	0	71
2024.01.04	14:00:00	37532.1	37577.7	37470.8	37571.8	4561	0	71
2024.01.04	15:00:00	37570.5	37655.8	37562.4	37637.5	3858	0	74
2024.01.04	16:00:00	37638.0	37734.3	37630.6	37648.5	3410	0	73
2024.01.04	17:00:00	37649.9	37653.0	37516.5	37551.5	3246	0	75
2024.01.04	18:00:00	37552.0	37586.9	37543.6	37562.5	2634	0	74
2024.01.04	19:00:00	37563.0	37587.8	37519.5	37562.6	3079	0	74
2024.01.04	20:00:00	37563.9	37575.8	37451.2	37474.8	3996	0	74
2024.01.04	21:00:00	37471.8	37507.8	37458.4	37498.4	757	0	76
2024.01.04	23:00:00	37523.1	37533.6	37514.3	37515.3	406	0	81
2024.01.05	00:00:00	37514.2	37525.9	37506.8	37514.4	458	0	76
2024.01.05	01:00:00	37515.0	37528.8	37507.5	37523.0	487	0	75
2024.01.05	02:00:00	37522.4	37522.4	37500.5	37502.4	425	0	74
2024.01.05	03:00:00	37503.0	37511.2	37497.6	37498.2	302	0	71
2024.01.05	04:00:00	37498.2	37513.0	37490.5	37493.1	360	0	72
2024.01.05	05:00:00	37494.0	37496.1	37482.6	37483.7	424	0	73
2024.01.05	06:00:00	37485.0	37493.0	37433.3	37451.9	610	0	73
2024.01.05	07:00:00	37450.5	37477.1	37431.6	37443.8	752	0	75
2024.01.05	08:00:00	37442.4	37468.1	37431.2	37438.3	1975	0	71
2024.01.05	09:00:00	37437.3	37437.7	37375.6	37381.7	1753	0	71
2024.01.05	10:00:00	37381.5	37399.5	37360.0	37395.9	1530	0	71
2024.01.05	11:00:00	37396.2	37406.2	37342.8	37382.0	1385	0	71
2024.01.05	12:00:00	37382.2	37406.4	37360.9	37372.7	1520	0	71
2024.01.05	13:00:00	37372.1	37420.3	37262.8	37393.5	3705	0	72
2024.01.05	14:00:00	37394.4	37498.8	37388.5	37468.4	4962	0	75
2024.01.05	15:00:00	37469.5	37635.9	37469.5	37570.4	5312	0	75
2024.01.05	16:00:00	37570.8	37592.8	37457.4	37458.9	3699	0	75
2024.01.05	17:00:00	37458.4	37461.9	37345.6	37376.6	4298	0	74
2024.01.05	18:00:00	37375.6	37514.8	37329.5	37488.0	4158	0	73
2024.01.05	19:00:00	37488.9	37535.7	37388.5	37399.4	4196	0	74
2024.01.05	20:00:00	37400.8	37514.8	37384.2	37474.5	3898	0	74
2024.01.07	23:00:00	37446.1	37480.1	37428.0	37443.7	695	0	80
2024.01.08	00:00:00	37443.0	37456.7	37430.0	37433.7	332	0	80
2024.01.08	01:00:00	37433.1	37437.5	37364.3	37368.7	526	0	79
2024.01.08	02:00:00	37368.2	37372.7	37344.2	37367.7	548	0	79
2024.01.08	03:00:00	37368.6	37368.6	37341.1	37346.3	423	0	79
2024.01.08	04:00:00	37346.3	37361.9	37342.4	37361.3	180	0	77
2024.01.08	05:00:00	37360.5	37367.7	37350.3	37355.9	350	0	77
2024.01.08	06:00:00	37356.8	37369.8	37341.4	37341.4	541	0	77
2024.01.08	07:00:00	37341.9	37367.9	37339.7	37340.9	768	0	74
2024.01.08	08:00:00	37341.9	37399.8	37332.0	37364.7	2348	0	73
2024.01.08	09:00:00	37365.0	37365.0	37244.0	37317.7	2370	0	73
2024.01.08	10:00:00	37317.9	37327.8	37295.6	37299.7	1708	0	73
2024.01.08	11:00:00	37299.9	37347.0	37282.2	37333.9	1650	0	73
2024.01.08	12:00:00	37334.5	37354.4	37312.5	37352.0	1501	0	73
2024.01.08	13:00:00	37351.5	37388.1	37339.7	37348.6	1906	0	74
2024.01.08	14:00:00	37349.3	37390.7	37268.2	37326.6	4569	0	74
2024.01.08	15:00:00	37328.6	37456.6	37315.5	37403.5	3055	0	76
2024.01.08	16:00:00	37404.8	37437.8	37367.6	37430.6	3147	0	74
2024.01.08	17:00:00	37429.2	37491.8	37398.6	37478.4	2403	0	74
2024.01.08	18:00:00	37478.4	37521.8	37457.5	37518.0	2072	0	75
2024.01.08	19:00:00	37518.0	37661.8	37508.5	37643.0	2386	0	75
2024.01.08	20:00:00	37642.4	37719.7	37622.5	37700.3	3571	0	74
2024.01.08	21:00:00	37705.6	37705.6	37661.8	37661.8	709	0	75
2024.01.08	23:00:00	37665.3	37672.8	37659.3	37672.7	352	0	79
2024.01.09	00:00:00	37672.2	37676.9	37660.5	37661.5	416	0	75
2024.01.09	01:00:00	37660.6	37666.9	37650.5	37659.0	448	0	74
2024.01.09	02:00:00	37658.5	37666.8	37652.4	37657.9	319	0	75
2024.01.09	03:00:00	37658.8	37667.0	37652.6	37660.4	280	0	75
2024.01.09	04:00:00	37661.0	37661.0	37646.4	37655.9	276	0	75
2024.01.09	05:00:00	37656.0	37658.9	37647.4	37648.9	299	0	75
2024.01.09	06:00:00	37648.4	37661.9	37646.4	37655.4	380	0	76
2024.01.09	07:00:00	37654.5	37654.5	37636.6	37639.6	635	0	75
2024.01.09	08:00:00	37640.9	37642.8	37583.1	37597.5	1890	0	72
2024.01.09	09:00:00	37597.7	37607.9	37557.6	37600.3	1781	0	71
2024.01.09	10:00:00	37600.0	37608.0	37581.2	37589.7	1550	0	71
2024.01.09	11:00:00	37590.5	37595.0	37530.2	37536.7	1580	0	71
2024.01.09	12:00:00	37538.5	37582.7	37524.0	37572.0	1450	0	71
2024.01.09	13:00:00	37571.2	37571.7	37509.4	37511.4	1882	0	71
2024.01.09	14:00:00	37512.0	37526.1	37391.1	37429.4	4676	0	71
2024.01.09	15:00:00	37429.4	37486.8	37386.5	37414.9	3909	0	74
2024.01.09	16:00:00	37413.6	37543.8	37412.6	37541.8	2791	0	74
2024.01.09	17:00:00	37543.2	37560.0	37514.5	37531.6	2162	0	73
2024.01.09	18:00:00	37532.1	37574.9	37448.5	37554.4	3415	0	74
2024.01.09	19:00:00	37554.9	37562.9	37476.6	37513.9	3270	0	74
2024.01.09	20:00:00	37514.8	37565.8	37478.5	37540.7	4255	0	74
2024.01.09	21:00:00	37540.3	37547.8	37509.3	37513.3	776	0	77
2024.01.09	23:00:00	37518.1	37527.6	37496.3	37525.2	321	0	79
2024.01.10	00:00:00	37526.6	37545.0	37520.5	37525.0	524	0	75
2024.01.10	01:00:00	37524.4	37525.8	37508.4	37513.5	624	0	75
2024.01.10	02:00:00	37514.0	37521.9	37505.4	37519.5	382	0	75
2024.01.10	03:00:00	37518.6	37523.0	37490.5	37499.9	415	0	76
2024.01.10	04:00:00	37500.8	37515.0	37494.4	37498.0	371	0	75
2024.01.10	05:00:00	37498.9	37506.8	37488.5	37502.0	458	0	74
2024.01.10	06:00:00	37501.4	37511.0	37480.6	37491.9	477	0	75
2024.01.10	07:00:00	37491.4	37526.0	37488.3	37515.9	706	0	75
2024.01.10	08:00:00	37516.7	37525.4	37489.8	37512.6	1952	0	69
2024.01.10	09:00:00	37513.1	37572.7	37511.6	37547.6	1667	0	70
2024.01.10	10:00:00	37547.1	37552.5	37513.4	37516.2	1377	0	70
2024.01.10	11:00:00	37516.7	37526.3	37487.1	37496.5	1399	0	70
2024.01.10	12:00:00	37495.6	37538.7	37493.3	37524.1	1432	0	70
2024.01.10	13:00:00	37524.6	37557.4	37511.5	37532.6	1704	0	71
2024.01.10	14:00:00	37532.1	37681.0	37520.2	37602.9	4103	0	72
2024.01.10	15:00:00	37601.6	37630.0	37542.4	37618.8	3776	0	74
2024.01.10	16:00:00	37619.8	37621.8	37561.5	37585.8	2569	0	74
2024.01.10	17:00:00	37586.8	37613.0	37563.4	37603.5	2050	0	74
2024.01.10	18:00:00	37605.0	37639.6	37566.5	37626.5	2923	0	74
2024.01.10	19:00:00	37627.0	37749.1	37618.6	37744.0	2380	0	74
2024.01.10	20:00:00	37742.5	37765.8	37622.4	37710.4	4148	0	75
2024.01.10	21:00:00	37710.4	37723.9	37696.3	37718.3	735	0	76
2024.01.10	23:00:00	37716.6	37729.8	37689.2	37722.4	549	0	78
2024.01.11	00:00:00	37721.4	37753.8	37714.4	37744.0	613	0	74
2024.01.11	01:00:00	37744.0	37760.0	37742.6	37760.0	590	0	75
2024.01.11	02:00:00	37760.9	37776.9	37753.6	37758.5	511	0	74
2024.01.11	03:00:00	37758.5	37778.7	37758.4	37776.2	303	0	74
2024.01.11	04:00:00	37776.2	37778.0	37770.4	37777.4	329	0	75
2024.01.11	05:00:00	37776.5	37783.9	37765.4	37770.4	497	0	73
2024.01.11	06:00:00	37770.4	37806.9	37768.6	37795.3	482	0	75
2024.01.11	07:00:00	37795.4	37814.8	37794.4	37794.7	630	0	75
2024.01.11	08:00:00	37795.0	37826.6	37783.1	37813.1	1955	0	70
2024.01.11	09:00:00	37813.7	37815.5	37746.5	37755.7	1703	0	71
2024.01.11	10:00:00	37755.8	37762.9	37699.0	37710.8	1394	0	70
2024.01.11	11:00:00	37710.5	37751.2	37709.1	37714.8	1438	0	70
2024.01.11	12:00:00	37714.2	37736.3	37691.3	37719.8	1510	0	71
2024.01.11	13:00:00	37719.6	37805.2	37605.2	37637.1	4035	0	71
2024.01.11	14:00:00	37637.5	37812.9	37596.0	37618.5	5287	0	72
2024.01.11	15:00:00	37617.5	37629.7	37434.4	37493.5	6732	0	75
2024.01.11	16:00:00	37493.8	37514.0	37415.6	37439.1	5577	0	74
2024.01.11	17:00:00	37439.9	37561.9	37433.6	37543.5	3696	0	74
2024.01.11	18:00:00	37542.5	37652.8	37539.5	37648.4	3383	0	73
2024.01.11	19:00:00	37648.9	37740.1	37622.5	37730.7	3314	0	74
2024.01.11	20:00:00	37731.7	37738.7	37647.0	37714.4	4298	0	74
2024.01.11	21:00:00	37712.4	37715.7	37688.5	37697.9	636	0	77
2024.01.11	23:00:00	37705.0	37719.4	37693.2	37710.5	523	0	78
2024.01.12	00:00:00	37709.4	37725.0	37679.5	37686.8	1000	0	73
2024.01.12	01:00:00	37687.0	37701.0	37668.4	37693.5	892	0	74
2024.01.12	02:00:00	37694.1	37722.0	37691.7	37713.6	595	0	73
2024.01.12	03:00:00	37714.9	37717.0	37704.6	37705.2	409	0	72
2024.01.12	04:00:00	37704.6	37705.2	37668.6	37689.1	494	0	72
2024.01.12	05:00:00	37690.0	37706.1	37685.6	37685.6	737	0	73
2024.01.12	06:00:00	37685.6	37704.8	37684.6	37704.0	596	0	73
2024.01.12	07:00:00	37704.0	37711.8	37642.9	37645.5	1210	0	74
2024.01.12	08:00:00	37646.0	37792.0	37644.6	37775.7	2625	0	71
2024.01.12	09:00:00	37775.1	37800.4	37754.6	37757.8	2128	0	72
2024.01.12	10:00:00	37757.8	37793.2	37685.6	37701.3	2426	0	71
2024.01.12	11:00:00	37700.8	37739.2	37447.6	37517.5	3126	0	73
2024.01.12	12:00:00	37518.2	37586.5	37517.8	37545.7	2345	0	73
2024.01.12	13:00:00	37546.8	37633.7	37521.4	37623.0	3663	0	72
2024.01.12	14:00:00	37623.0	37824.4	37611.1	37636.5	4896	0	72
2024.01.12	15:00:00	37638.5	37653.1	37466.5	37499.5	7555	0	75
2024.01.12	16:00:00	37499.4	37565.0	37476.6	37511.9	5035	0	74
2024.01.12	17:00:00	37512.9	37561.7	37486.5	37538.4	3812	0	73
2024.01.12	18:00:00	37539.8	37613.0	37539.5	37606.1	2554	0	75
2024.01.12	19:00:00	37604.6	37633.8	37543.6	37551.5	2665	0	74
2024.01.12	20:00:00	37551.5	37607.8	37532.6	37592.9	2966	0	75
2024.01.14	23:00:00	37561.8	37582.6	37532.7	37577.2	718	0	80
2024.01.15	00:00:00	37577.2	37588.8	37560.5	37586.4	621	0	75
2024.01.15	01:00:00	37585.5	37593.8	37564.6	37591.0	650	0	74
2024.01.15	02:00:00	37591.0	37628.9	37590.4	37628.0	458	0	75
2024.01.15	03:00:00	37627.4	37632.8	37619.5	37625.0	405	0	75
2024.01.15	04:00:00	37623.5	37632.9	37618.4	37632.9	318	0	74
2024.01.15	05:00:00	37631.6	37631.6	37605.6	37609.9	324	0	75
2024.01.15	06:00:00	37609.4	37629.0	37609.4	37626.4	363	0	75
2024.01.15	07:00:00	37627.0	37641.0	37582.6	37584.9	751	0	74
2024.01.15	08:00:00	37585.0	37613.7	37541.1	37542.6	2061	0	71
2024.01.15	09:00:00	37541.7	37605.0	37522.1	37558.5	1999	0	71
2024.01.15	10:00:00	37557.5	37584.2	37535.0	37556.5	2179	0	73
2024.01.15	11:00:00	37556.9	37583.2	37535.7	37543.9	1877	0	71
2024.01.15	12:00:00	37543.8	37579.2	37519.6	37554.5	2582	0	76
2024.01.15	13:00:00	37555.3	37567.7	37506.9	37527.3	1904	0	73
2024.01.15	14:00:00	37527.2	37580.0	37520.7	37575.5	1691	0	73
2024.01.15	15:00:00	37576.0	37604.0	37571.5	37584.5	1086	0	74
2024.01.15	16:00:00	37582.6	37599.4	37563.6	37569.4	830	0	73
2024.01.15	17:00:00	37568.5	37594.8	37562.5	37583.8	498	0	75
2024.01.15	23:00:00	37572.1	37584.5	37548.3	37551.7	434	0	79
2024.01.16	00:00:00	37552.7	37552.7	37491.4	37491.4	890	0	74
2024.01.16	01:00:00	37492.9	37528.0	37478.5	37514.6	1041	0	73
2024.01.16	02:00:00	37515.1	37528.0	37500.7	37512.1	713	0	73
2024.01.16	03:00:00	37512.1	37513.1	37483.5	37498.5	658	0	73
2024.01.16	04:00:00	37499.9	37500.1	37477.5	37491.4	364	0	74
2024.01.16	05:00:00	37490.5	37493.1	37467.6	37469.0	533	0	73
2024.01.16	06:00:00	37467.6	37474.0	37447.4	37468.9	685	0	75
2024.01.16	07:00:00	37468.4	37481.9	37440.6	37462.0	1054	0	73
2024.01.16	08:00:00	37460.5	37460.5	37396.8	37438.7	3272	0	71
2024.01.16	09:00:00	37439.6	37479.5	37426.6	37444.0	2227	0	71
2024.01.16	10:00:00	37444.2	37447.0	37396.1	37418.5	1904	0	70
2024.01.16	11:00:00	37418.2	37495.1	37410.7	37481.3	1671	0	70
2024.01.16	12:00:00	37480.7	37562.6	37471.2	37546.7	2328	0	70
2024.01.16	13:00:00	37547.5	37562.0	37457.8	37458.8	2516	0	73
2024.01.16	14:00:00	37457.7	37559.7	37324.6	37390.9	5915	0	72
2024.01.16	15:00:00	37389.9	37529.5	37389.9	37473.5	4887	0	75
2024.01.16	16:00:00	37474.0	37483.2	37356.8	37404.5	6198	0	75
2024.01.16	17:00:00	37403.5	37413.8	37298.1	37306.0	4048	0	75
2024.01.16	18:00:00	37305.5	37381.8	37251.1	37282.5	3244	0	74
2024.01.16	19:00:00	37283.9	37288.8	37203.5	37277.6	3052	0	75
2024.01.16	20:00:00	37276.5	37373.8	37268.5	37357.5	2879	0	74
2024.01.16	21:00:00	37364.8	37376.7	37346.9	37356.4	787	0	75
2024.01.16	23:00:00	37367.1	37371.6	37350.1	37368.7	386	0	80
2024.01.17	00:00:00	37368.2	37370.6	37340.5	37348.4	695	0	75
2024.01.17	01:00:00	37349.0	37351.9	37325.5	37339.1	798	0	73
2024.01.17	02:00:00	37338.5	37344.1	37317.6	37318.1	666	0	72
2024.01.17	03:00:00	37316.7	37322.1	37285.5	37288.6	557	0	73
2024.01.17	04:00:00	37289.1	37317.0	37288.5	37313.0	442	0	73
2024.01.17	05:00:00	37312.5	37312.5	37280.5	37282.4	593	0	73
2024.01.17	06:00:00	37282.4	37291.0	37230.2	37240.4	1243	0	75
2024.01.17	07:00:00	37241.8	37252.9	37210.5	37243.9	1847	0	74
2024.01.17	08:00:00	37242.4	37274.5	37224.8	37233.6	2845	0	71
2024.01.17	09:00:00	37234.0	37248.5	37199.6	37233.1	2291	0	71
2024.01.17	10:00:00	37233.6	37244.7	37203.3	37218.5	1812	0	70
2024.01.17	11:00:00	37218.7	37230.0	37184.6	37221.8	1620	0	70
2024.01.17	12:00:00	37221.2	37266.3	37213.2	37245.8	1636	0	70
2024.01.17	13:00:00	37246.6	37247.1	37170.3	37180.7	2905	0	72
2024.01.17	14:00:00	37180.5	37275.3	37156.6	37251.5	5235	0	72
2024.01.17	15:00:00	37250.5	37345.7	37241.5	37328.5	5318	0	74
2024.01.17	16:00:00	37329.1	37379.0	37320.5	37326.6	3010	0	73
2024.01.17	17:00:00	37326.5	37330.8	37231.6	37258.5	2817	0	73
2024.01.17	18:00:00	37257.5	37286.8	37136.1	37194.8	3328	0	75
2024.01.17	19:00:00	37193.4	37238.9	37179.6	37223.5	2620	0	74
2024.01.17	20:00:00	37224.0	37306.1	37165.6	37281.4	3175	0	73
2024.01.17	21:00:00	37279.5	37290.7	37267.6	37276.4	633	0	76
2024.01.17	23:00:00	37264.3	37286.6	37254.3	37280.3	626	0	78
2024.01.18	00:00:00	37280.9	37291.0	37264.6	37291.0	787	0	73
2024.01.18	01:00:00	37290.5	37290.5	37256.7	37278.1	796	0	73
2024.01.18	02:00:00	37276.7	37283.2	37258.6	37261.6	540	0	72
2024.01.18	03:00:00	37263.0	37274.1	37246.6	37249.5	651	0	72
2024.01.18	04:00:00	37248.6	37253.0	37226.6	37240.5	537	0	74
2024.01.18	05:00:00	37241.1	37260.1	37233.7	37255.1	629	0	73
2024.01.18	06:00:00	37254.5	37277.0	37254.1	37267.0	680	0	73
2024.01.18	07:00:00	37266.5	37277.0	37244.6	37264.7	876	0	74
2024.01.18	08:00:00	37263.4	37281.5	37248.2	37271.2	2160	0	69
2024.01.18	09:00:00	37271.7	37283.7	37252.7	37265.1	1788	0	69
2024.01.18	10:00:00	37264.1	37316.5	37238.5	37313.7	1336	0	69
2024.01.18	11:00:00	37314.1	37338.5	37243.1	37243.6	2110	0	71
2024.01.18	12:00:00	37244.9	37282.3	37191.1	37210.2	2064	0	71
2024.01.18	13:00:00	37210.6	37254.3	37186.6	37190.6	2593	0	70
2024.01.18	14:00:00	37191.5	37247.5	37127.0	37183.6	4716	0	71
2024.01.18	15:00:00	37182.6	37289.8	37177.5	37218.4	4787	0	73
2024.01.18	16:00:00	37218.0	37296.8	37183.5	37248.1	3780	0	73
2024.01.18	17:00:00	37249.6	37255.6	37155.4	37193.8	3247	0	74
2024.01.18	18:00:00	37194.8	37304.8	37155.4	37284.5	3449	0	74
2024.01.18	19:00:00	37286.0	37440.7	37282.5	37415.0	3327	0	74
2024.01.18	20:00:00	37415.9	37529.1	37410.5	37478.9	3573	0	74
2024.01.18	21:00:00	37476.5	37487.7	37439.4	37476.4	824	0	75
2024.01.18	23:00:00	37470.4	37484.7	37454.2	37482.7	693	0	78
2024.01.19	00:00:00	37481.4	37484.9	37457.5	37463.5	724	0	74
2024.01.19	01:00:00	37463.5	37470.5	37417.6	37452.1	937	0	73
2024.01.19	02:00:00	37451.5	37460.9	37440.6	37452.0	686	0	72
2024.01.19	03:00:00	37451.5	37458.9	37447.5	37456.1	446	0	72
2024.01.19	04:00:00	37455.6	37458.1	37445.6	37445.6	332	0	72
2024.01.19	05:00:00	37446.2	37454.2	37427.6	37428.6	449	0	72
2024.01.19	06:00:00	37428.6	37455.8	37427.6	37449.5	512	0	72
2024.01.19	07:00:00	37449.9	37511.0	37445.4	37493.9	1128	0	74
2024.01.19	08:00:00	37493.4	37510.1	37472.3	37507.7	2182	0	69
2024.01.19	09:00:00	37507.2	37563.7	37504.8	37555.7	1874	0	69
2024.01.19	10:00:00	37556.0	37559.0	37524.2	37552.7	1542	0	70
2024.01.19	11:00:00	37552.5	37617.1	37545.6	37609.9	1645	0	72
2024.01.19	12:00:00	37608.4	37657.5	37605.4	37654.2	1875	0	73
2024.01.19	13:00:00	37653.9	37715.5	37646.8	37657.1	2141	0	71
2024.01.19	14:00:00	37657.1	37662.5	37454.7	37541.7	5009	0	73
2024.01.19	15:00:00	37543.4	37610.8	37484.5	37599.6	5743	0	74
2024.01.19	16:00:00	37600.9	37669.3	37575.4	37607.8	3350	0	75
2024.01.19	17:00:00	37608.8	37720.6	37575.4	37719.0	3074	0	75
2024.01.19	18:00:00	37719.9	37846.8	37689.6	37841.4	2755	0	75
2024.01.19	19:00:00	37842.0	37950.7	37830.5	37894.5	3423	0	76
2024.01.19	20:00:00	37894.4	37911.5	37839.5	37853.5	3383	0	75
2024.01.21	23:00:00	37910.6	37948.0	37904.8	37918.8	781	0	79
2024.01.22	00:00:00	37917.3	37986.8	37907.2	37983.3	882	0	74
2024.01.22	01:00:00	37982.4	37990.7	37941.5	37951.6	1063	0	73
2024.01.22	02:00:00	37952.9	37961.9	37928.4	37942.0	678	0	74
2024.01.22	03:00:00	37942.9	37953.8	37932.6	37939.4	497	0	74
2024.01.22	04:00:00	37940.8	37949.9	37934.4	37937.4	323	0	76
2024.01.22	05:00:00	37938.0	37942.0	37923.6	37929.5	540	0	74
2024.01.22	06:00:00	37929.5	37942.9	37917.5	37924.4	664	0	74
2024.01.22	07:00:00	37922.8	37929.0	37897.0	37923.4	1009	0	75
2024.01.22	08:00:00	37922.4	37958.2	37915.7	37936.7	2181	0	70
2024.01.22	09:00:00	37934.6	37940.1	37900.7	37933.3	1629	0	70
2024.01.22	10:00:00	37933.2	37942.4	37920.2	37923.2	1249	0	70
2024.01.22	11:00:00	37922.4	37951.7	37921.4	37929.3	1212	0	70
2024.01.22	12:00:00	37928.7	37974.8	37928.7	37972.2	1374	0	70
2024.01.22	13:00:00	37972.6	37997.1	37957.5	37995.1	1696	0	71
2024.01.22	14:00:00	37994.6	38115.8	37949.6	38094.8	4471	0	72
2024.01.22	15:00:00	38093.4	38136.8	38045.2	38063.7	4524	0	74
2024.01.22	16:00:00	38065.7	38067.7	37992.6	38028.0	3074	0	73
2024.01.22	17:00:00	38028.9	38037.0	37986.9	38012.9	2674	0	74
2024.01.22	18:00:00	38013.0	38014.9	37932.5	38001.9	2774	0	74
2024.01.22	19:00:00	38002.0	38015.0	37954.0	37999.5	2582	0	73
2024.01.22	20:00:00	38000.9	38044.9	37982.7	38038.9	2827	0	73
2024.01.22	21:00:00	38035.9	38040.9	38017.4	38021.5	679	0	74
2024.01.22	23:00:00	38035.1	38035.1	38012.2	38018.4	415	0	79
2024.01.23	00:00:00	38018.8	38031.1	38013.4	38028.1	588	0	73
2024.01.23	01:00:00	38029.0	38037.5	38001.5	38028.1	831	0	73
2024.01.23	02:00:00	38028.1	38044.9	38018.3	38025.4	671	0	75
2024.01.23	03:00:00	38025.9	38034.9	38014.5	38016.9	783	0	73
2024.01.23	04:00:00	38017.1	38032.1	38017.1	38020.5	425	0	73
2024.01.23	05:00:00	38021.1	38029.1	38015.7	38021.0	585	0	72
2024.01.23	06:00:00	38019.7	38033.0	38017.6	38028.0	488	0	72
2024.01.23	07:00:00	38027.4	38045.0	38024.6	38037.9	789	0	73
2024.01.23	08:00:00	38036.5	38049.8	37995.4	38000.2	1772	0	70
2024.01.23	09:00:00	38000.1	38025.7	37996.2	38019.5	1464	0	69
2024.01.23	10:00:00	38019.6	38027.3	38005.7	38015.1	1442	0	70
